@relation SpeciesRelation

@attribute bin_0 numeric
@attribute bin_1 numeric
@attribute bin_2 numeric
@attribute bin_3 numeric
@attribute bin_4 numeric
@attribute bin_5 numeric
@attribute bin_6 numeric
@attribute bin_7 numeric
@attribute bin_8 numeric
@attribute bin_9 numeric
@attribute species_class {'African Wildcat','Aria Chicken','Basking Shark','Black Rohu','Blacktip shark','Blue shark','Bull shark',Catla,Cheetah,'Common Carp','Domestic Cat',Fish,'Freshwater Shark','Grass Carp','Hammerhead Shark',Jaguar,'Lemon Shark',Leopard,Lion,'Long-whiskered Catfish','Lucifer Chicken','Mako Shark','Mirror Carp',Mrigal,'Nile Tilapia',Nurse,'Popcorn Chicken',Puma,'Puma Concolor',Rohu,'Sand Cat','Sand tiger Shark',Shark,'Silver Carp','Snow leopard','Striped Catfish','Thresher Shark',Tiger,Whale,'White Shark','Whitetip Shark'}

@data
0.36,0.4,0.09,0.09,0.03,0.01,0.01,0,0.01,0,Jaguar
0.2,0.4,0.19,0.09,0.06,0.05,0.01,0,0,0,Jaguar
0.85,0.05,0.02,0.03,0.03,0.01,0,0,0.01,0,Jaguar
0.59,0.23,0.11,0.02,0.03,0.01,0.01,0,0,0,Jaguar
0.79,0.14,0.03,0.01,0.01,0,0.02,0,0,0,Jaguar
0.39,0.29,0.18,0.06,0.04,0.02,0.01,0,0.01,0,Jaguar
0.54,0.21,0.09,0.09,0.05,0.01,0.01,0,0,0,Jaguar
0.45,0.24,0.11,0.05,0.05,0.04,0.04,0.01,0.01,0,Jaguar
0.57,0.28,0.08,0.06,0.01,0,0,0,0,0,Jaguar
0.6,0.26,0.1,0.03,0.01,0,0,0,0,0,Jaguar
0.18,0.37,0.09,0.1,0.12,0.09,0.02,0.03,0,0,Jaguar
0.45,0.31,0.15,0.06,0.03,0,0,0,0,0,Jaguar
0.39,0.27,0.11,0.13,0.09,0,0.01,0,0,0,Jaguar
0.6,0.08,0.09,0.04,0.02,0.01,0.06,0.03,0.07,0,Jaguar
0.4,0.38,0.09,0.06,0.03,0.02,0.01,0,0.01,0,Jaguar
0.51,0.28,0.08,0.07,0.03,0.01,0.01,0.01,0,0,Jaguar
0.13,0.16,0.18,0.13,0.12,0.09,0.09,0.07,0.03,0,Jaguar
0.31,0.33,0.09,0.06,0.09,0.04,0.06,0.02,0,0,Jaguar
0.26,0.25,0.14,0.06,0.03,0.23,0.02,0,0.01,0,Jaguar
0.42,0.21,0.09,0.13,0.1,0.03,0.01,0,0,0.01,Jaguar
0.5,0.17,0.22,0.02,0.05,0.01,0.01,0.01,0.01,0,Jaguar
0.32,0.21,0.18,0.16,0.07,0.05,0.01,0,0,0,Jaguar
0.62,0.23,0.08,0.04,0.01,0.01,0,0.01,0,0,Jaguar
0.46,0.4,0.08,0.01,0.04,0,0,0,0.01,0,Jaguar
0.66,0.19,0.1,0.03,0,0.01,0.01,0,0,0,Jaguar
0.58,0.28,0.08,0.02,0.01,0.02,0,0,0.01,0,Jaguar
0.9,0.06,0.03,0,0.01,0,0,0,0,0,Jaguar
0.5,0.19,0.1,0.01,0.06,0.08,0.06,0,0,0,Jaguar
0.47,0.18,0.09,0.12,0.05,0.03,0.04,0,0.02,0,Jaguar
0.59,0.25,0.07,0.03,0.03,0.02,0,0.01,0,0,Jaguar
0.78,0.13,0.05,0,0.02,0,0.01,0.01,0,0,Jaguar
0.17,0.16,0.2,0.16,0.13,0.08,0.03,0.02,0.02,0.03,Jaguar
0.2,0.43,0.18,0.07,0.02,0.01,0,0.02,0.06,0.01,Jaguar
0.57,0.25,0.07,0.05,0.06,0,0,0,0,0,Jaguar
0.61,0.33,0.05,0,0,0.01,0,0,0,0,Jaguar
0.62,0.22,0.07,0.05,0.01,0.02,0,0.01,0,0,Jaguar
0.28,0.54,0.05,0.06,0.01,0.03,0.01,0,0.01,0.01,Jaguar
0.33,0.24,0.17,0.11,0.08,0.01,0.02,0,0.01,0.03,Jaguar
0.2,0.24,0.22,0.15,0.1,0.01,0.04,0.02,0.01,0.01,Jaguar
0.34,0.22,0.21,0.11,0.08,0,0.02,0.02,0,0,Jaguar
0.89,0.09,0.01,0.01,0,0,0,0,0,0,Jaguar
0.47,0.21,0.13,0.09,0.07,0.02,0.01,0,0,0,Jaguar
0.7,0.24,0.03,0.02,0.01,0,0,0,0,0,Jaguar
0.45,0.38,0.09,0.02,0.01,0.02,0.03,0,0,0,Jaguar
0.43,0.27,0.14,0.05,0.03,0.06,0,0,0.02,0,Jaguar
0.51,0.26,0.13,0.04,0.01,0.03,0.01,0.01,0,0,Jaguar
0.42,0.22,0.19,0.14,0.02,0,0,0,0.01,0,Jaguar
0.32,0.22,0.14,0.12,0.08,0.04,0.04,0.03,0.01,0,Jaguar
0.42,0.17,0.12,0.09,0.04,0.08,0.05,0.01,0.01,0.01,Jaguar
0.35,0.29,0.17,0.08,0.05,0.03,0.02,0.01,0,0,Jaguar
0.53,0.24,0.14,0.04,0.02,0.01,0.02,0,0,0,Jaguar
0.43,0.23,0.14,0.08,0.07,0.03,0.01,0,0.01,0,Jaguar
0.31,0.12,0.12,0.19,0.16,0.06,0.03,0.01,0,0,Jaguar
0.19,0.1,0.23,0.25,0.06,0.11,0.04,0.01,0,0.01,Jaguar
0.57,0.23,0.09,0.1,0,0,0.01,0,0,0,Jaguar
0.16,0.23,0.26,0.15,0.05,0.04,0.05,0.05,0.01,0,Jaguar
0.48,0.2,0.13,0.09,0.07,0.02,0.01,0,0,0,Jaguar
0.37,0.26,0.18,0.09,0.03,0.04,0,0.02,0,0.01,Jaguar
0.51,0.38,0.07,0.02,0.01,0.01,0,0,0,0,Jaguar
0.46,0.32,0.18,0.03,0,0,0.01,0,0,0,Jaguar
0.5,0.31,0.05,0.03,0.04,0.03,0.02,0,0.01,0.01,Jaguar
0.22,0.41,0.14,0.07,0.03,0.03,0,0.01,0.02,0.07,Jaguar
0.2,0.31,0.2,0.14,0.09,0.04,0.01,0,0,0.01,Jaguar
0.75,0.16,0.05,0.02,0,0.01,0.01,0,0,0,Jaguar
0.64,0.13,0.09,0.05,0.04,0.03,0.02,0,0,0,Jaguar
0.42,0.3,0.13,0.04,0.04,0.06,0.01,0,0,0,Jaguar
0.43,0.23,0.14,0.08,0.07,0.03,0.01,0,0.01,0,Jaguar
0.4,0.31,0.08,0.08,0.03,0,0.01,0.03,0.03,0.03,Jaguar
0.3,0.18,0.18,0.06,0.1,0.08,0.08,0.02,0,0,Jaguar
0.2,0.23,0.17,0.1,0.06,0.02,0.05,0.07,0.08,0.02,Jaguar
0.62,0.24,0.06,0.03,0.02,0.02,0,0.01,0,0,Jaguar
0.46,0.32,0.14,0.03,0.03,0.01,0.01,0,0,0,Jaguar
0.54,0.2,0.15,0.08,0.02,0,0,0,0.01,0,Jaguar
0.59,0.21,0.09,0.05,0.04,0.01,0.01,0,0,0,Jaguar
0.39,0.27,0.11,0.13,0.09,0,0.01,0,0,0,Jaguar
0.34,0.14,0.11,0.07,0.12,0.09,0.01,0.03,0.04,0.05,Jaguar
0.15,0.31,0.26,0.15,0.07,0.02,0,0.02,0.02,0,Jaguar
0.48,0.21,0.13,0.07,0.01,0.01,0.02,0.04,0.01,0.02,Jaguar
0.49,0.2,0.14,0.04,0.07,0.05,0.01,0,0,0,Jaguar
0.34,0.29,0.17,0.08,0.03,0.02,0.04,0.02,0.01,0,Jaguar
0.54,0.2,0.15,0.08,0.02,0,0,0,0.01,0,Jaguar
0.28,0.19,0.1,0.11,0.09,0.08,0.05,0.02,0.06,0.02,Jaguar
0.33,0.29,0.15,0.11,0.09,0.02,0.01,0,0,0,Jaguar
0.61,0.18,0.07,0.08,0.03,0.01,0.02,0,0,0,Jaguar
0.52,0.29,0.07,0.03,0.06,0.02,0.01,0,0,0,Jaguar
0.19,0.24,0.14,0.16,0.1,0.13,0.04,0,0,0,Jaguar
0.44,0.16,0.13,0.14,0.03,0.02,0.02,0.04,0.02,0,Jaguar
0.32,0.18,0.15,0.13,0.07,0.03,0.02,0,0.03,0.07,Jaguar
0.4,0.26,0.2,0.12,0.01,0,0,0.01,0,0,Jaguar
0.38,0.32,0.16,0.09,0.03,0.01,0.01,0,0,0,Jaguar
0.07,0.24,0.26,0.26,0.12,0.01,0.04,0,0,0,Jaguar
0.76,0.1,0.03,0.05,0.02,0.01,0.01,0.01,0.01,0,Jaguar
0.61,0.25,0.06,0.06,0.01,0,0.01,0,0,0,Jaguar
0.89,0.05,0.02,0.01,0.01,0.01,0,0.01,0,0,Jaguar
0.58,0.13,0.09,0.05,0.04,0.04,0.05,0.02,0,0,Jaguar
0.57,0.17,0.13,0.08,0.05,0,0,0,0,0,Jaguar
0.79,0.12,0.04,0,0.01,0.02,0.01,0,0,0.01,Jaguar
0.4,0.36,0.18,0.02,0.02,0.01,0,0,0,0.01,Jaguar
0.64,0.27,0.05,0.01,0.01,0,0.01,0,0.01,0,Jaguar
0.31,0.31,0.16,0.11,0.05,0.03,0.03,0,0,0,Jaguar
0.35,0.2,0.21,0.19,0.02,0.02,0.01,0,0,0,Leopard
0.28,0.35,0.15,0.1,0.08,0.04,0,0,0,0,Leopard
0.26,0.26,0.22,0.08,0.07,0.05,0.03,0.02,0,0.01,Leopard
0.46,0.27,0.14,0.07,0.02,0.03,0,0,0.01,0,Leopard
0.83,0.14,0.01,0.02,0,0,0,0,0,0,Leopard
0.4,0.26,0.16,0.12,0.05,0.01,0,0,0,0,Leopard
0.83,0.12,0,0,0.02,0.01,0.01,0.01,0,0,Leopard
0.7,0.13,0.07,0.05,0.03,0.01,0,0.01,0,0,Leopard
0.85,0.06,0.02,0.02,0.03,0.01,0,0.01,0,0,Leopard
0.47,0.24,0.19,0.04,0.01,0.02,0.03,0,0,0,Leopard
0.39,0.22,0.19,0.08,0.06,0.02,0.02,0.02,0,0,Leopard
0.62,0.2,0.09,0.08,0.01,0,0,0,0,0,Leopard
0.49,0.37,0.08,0.01,0.02,0.01,0.01,0.01,0,0,Leopard
0.61,0.22,0.09,0.04,0.02,0,0.02,0,0,0,Leopard
0.52,0.31,0.06,0.04,0.03,0.01,0.01,0.02,0,0,Leopard
0.45,0.38,0.1,0.01,0.01,0.01,0.02,0.01,0,0.01,Leopard
0.47,0.26,0.15,0.04,0.01,0.01,0.01,0.03,0.01,0.01,Leopard
0.67,0.15,0.09,0.03,0.01,0.02,0.01,0.01,0.01,0,Leopard
0.55,0.13,0.1,0.05,0.04,0.08,0.04,0.01,0,0,Leopard
0.56,0.21,0.12,0.07,0.02,0,0.01,0.01,0,0,Leopard
0.58,0.29,0.07,0.04,0.01,0,0.01,0,0,0,Leopard
0.35,0.29,0.21,0.11,0.03,0,0,0.01,0,0,Leopard
0.73,0.13,0.05,0.02,0.01,0.02,0.01,0.02,0.01,0,Leopard
0.53,0.27,0.13,0.03,0.02,0.01,0,0,0,0.01,Leopard
0.73,0.22,0.04,0,0.01,0,0,0,0,0,Leopard
0.73,0.14,0.05,0.03,0,0.03,0.01,0,0,0.01,Leopard
0.17,0.08,0.12,0.12,0.07,0.09,0.08,0.07,0.13,0.07,Leopard
0.22,0.35,0.3,0.04,0.04,0.02,0.02,0,0.01,0,Leopard
0.58,0.24,0.12,0.02,0.03,0.01,0,0,0,0,Leopard
0.61,0.18,0.1,0.06,0.01,0.01,0.02,0.01,0,0,Leopard
0.45,0.42,0.1,0.02,0,0,0,0.01,0,0,Leopard
0.19,0.21,0.33,0.09,0.06,0.05,0.04,0.03,0,0,Leopard
0.25,0.27,0.16,0.08,0.08,0.08,0.04,0.03,0.01,0,Leopard
0.45,0.22,0.16,0.09,0.08,0,0,0,0,0,Leopard
0.86,0.08,0.03,0.02,0,0.01,0,0,0,0,Leopard
0.37,0.15,0.17,0.12,0.05,0,0.02,0.02,0.04,0.06,Leopard
0.42,0.25,0.16,0.14,0.01,0.02,0,0,0,0,Leopard
0.41,0.19,0.13,0.13,0.09,0.01,0.02,0,0,0.02,Leopard
0.46,0.33,0.09,0.09,0.02,0,0,0.01,0,0,Leopard
0.17,0.53,0.2,0.06,0.02,0.01,0.01,0,0,0,Leopard
0.72,0.17,0.06,0.03,0.01,0,0,0,0.01,0,Leopard
0.56,0.24,0.13,0.05,0.01,0.01,0,0,0,0,Leopard
0.51,0.27,0.12,0.05,0.01,0.03,0,0.01,0,0,Leopard
0.22,0.22,0.12,0.14,0.03,0.05,0.05,0.13,0.03,0.01,Leopard
0.34,0.24,0.12,0.11,0.08,0.02,0.02,0.02,0.03,0.02,Leopard
0.46,0.27,0.14,0.09,0.02,0,0.01,0.01,0,0,Leopard
0.45,0.2,0.11,0.07,0.05,0.06,0.03,0,0.03,0,Leopard
0.18,0.29,0.25,0.15,0.06,0.05,0.01,0,0,0.01,Leopard
0.57,0.25,0.1,0.04,0.02,0.01,0,0.01,0,0,Leopard
0.56,0.23,0.11,0.05,0.03,0.01,0,0,0.01,0,Leopard
0.74,0.2,0.05,0.01,0,0,0,0,0,0,Leopard
0.08,0.16,0.14,0.12,0.04,0.08,0.09,0.21,0.07,0.01,Leopard
0.45,0.26,0.05,0.11,0.09,0.01,0.03,0,0,0,Leopard
0.35,0.27,0.17,0.13,0.02,0.03,0.01,0,0.02,0,Leopard
0.58,0.24,0.06,0.05,0.02,0.01,0.01,0.01,0.02,0,Leopard
0.8,0.16,0.04,0,0,0,0,0,0,0,Leopard
0.75,0.11,0.08,0.04,0,0.01,0,0,0,0.01,Leopard
0.63,0.18,0.1,0.03,0.03,0.02,0,0,0.01,0,Leopard
0.45,0.18,0.14,0.11,0.07,0.02,0.02,0.01,0,0,Leopard
0.47,0.3,0.09,0.07,0.02,0.01,0.02,0.01,0.01,0,Leopard
0.26,0.16,0.15,0.07,0.08,0.24,0.02,0,0.01,0.01,Leopard
0.56,0.19,0.09,0.04,0.02,0.04,0.04,0.01,0.01,0,Leopard
0.36,0.28,0.2,0.09,0.02,0.04,0.01,0,0,0,Leopard
0.42,0.18,0.18,0.09,0.06,0.02,0.02,0,0.01,0.02,Leopard
0.36,0.32,0.22,0.08,0.01,0.01,0,0,0,0,Leopard
0.4,0.27,0.19,0.02,0.06,0.03,0.03,0,0,0,Leopard
0.4,0.25,0.14,0.09,0.05,0.03,0,0.03,0,0.01,Leopard
0.82,0.14,0.02,0.02,0,0,0,0,0,0,Leopard
0.24,0.38,0.19,0.1,0.06,0.01,0.02,0,0,0,Leopard
0.45,0.33,0.15,0.03,0.03,0,0,0,0.01,0,Leopard
0.71,0.19,0.05,0.03,0,0.01,0.01,0,0,0,Leopard
0.47,0.23,0.11,0.07,0.06,0.02,0.04,0,0,0,Leopard
0.17,0.07,0.08,0.12,0.13,0.13,0.16,0.05,0.06,0.03,Leopard
0.39,0.25,0.13,0.12,0.05,0.03,0,0.02,0,0.01,Leopard
0.72,0.19,0.04,0.02,0,0.01,0.01,0,0.01,0,Leopard
0.51,0.13,0.23,0.05,0.06,0.01,0.01,0,0,0,Leopard
0.34,0.27,0.2,0.08,0.04,0.03,0.02,0.01,0.01,0,Leopard
0.53,0.23,0.1,0.03,0.06,0.04,0.01,0,0,0,Leopard
0.04,0.04,0.32,0.31,0.1,0.1,0.08,0.01,0,0,Leopard
0.37,0.34,0.09,0.08,0.05,0.03,0.03,0.01,0,0,Leopard
0.8,0.14,0.03,0.01,0.01,0,0,0.01,0,0,Leopard
0.47,0.27,0.1,0.08,0.03,0.03,0.02,0,0,0,Leopard
0.19,0.1,0.25,0.27,0.1,0.08,0.01,0,0,0,Leopard
0.65,0.18,0.1,0.06,0,0.01,0,0,0,0,Leopard
0.64,0.21,0.08,0.04,0.01,0.01,0,0.01,0,0,Leopard
0.55,0.2,0.07,0.1,0.03,0.03,0.01,0,0.01,0,Leopard
0.73,0.13,0.06,0.05,0.02,0,0.01,0,0,0,Leopard
0.5,0.21,0.16,0.07,0.04,0.02,0,0,0,0,Leopard
0.52,0.22,0.09,0.11,0.05,0,0.01,0,0,0,Leopard
0.41,0.29,0.14,0.06,0.08,0.01,0.01,0,0,0,Leopard
0.6,0.25,0.08,0.04,0.02,0,0.01,0,0,0,Leopard
0.63,0.22,0.07,0.03,0.04,0.01,0,0,0,0,Leopard
0.44,0.36,0.14,0.05,0.01,0,0,0,0,0,Leopard
0.67,0.23,0.07,0,0.01,0,0.01,0.01,0,0,Leopard
0.41,0.27,0.15,0.09,0.02,0.03,0.03,0,0,0,Leopard
0.3,0.17,0.26,0.18,0.01,0.04,0.02,0.01,0.01,0,Leopard
0.72,0.18,0.06,0.01,0.03,0,0,0,0,0,Leopard
0.32,0.18,0.17,0.14,0.05,0.1,0.03,0.01,0,0,Leopard
0.28,0.22,0.25,0.09,0.08,0.04,0.02,0.01,0.01,0,Leopard
0.26,0.27,0.23,0.13,0.04,0.05,0.02,0,0,0,Leopard
0.48,0.21,0.18,0.09,0.01,0.03,0,0,0,0,Leopard
0.87,0.1,0.01,0.02,0,0,0,0,0,0,Leopard
0.48,0.21,0.09,0.06,0.08,0.07,0.01,0,0,0,Leopard
0.79,0.13,0.07,0.01,0,0,0,0,0,0,Leopard
0.73,0.18,0.07,0.01,0,0,0,0.01,0,0,Leopard
0.31,0.19,0.19,0.12,0.12,0.04,0.03,0,0,0,Leopard
0.41,0.16,0.07,0.06,0.12,0.1,0.07,0,0.01,0,Leopard
0.39,0.27,0.13,0.1,0.06,0.03,0.01,0.01,0,0,Leopard
0.49,0.26,0.15,0.03,0.04,0.02,0,0.01,0,0,Leopard
0.22,0.43,0.16,0.12,0.03,0.02,0,0.01,0.01,0,Leopard
0.37,0.28,0.14,0.09,0.08,0.04,0,0,0,0,Leopard
0.41,0.24,0.18,0.11,0.03,0.02,0.01,0,0,0,Leopard
0.49,0.29,0.05,0.05,0.05,0.04,0.01,0.02,0,0,Lion
0.39,0.29,0.18,0.08,0.04,0.02,0,0,0,0,Lion
0.48,0.28,0.08,0.02,0.05,0.01,0.02,0.03,0.03,0,Lion
0.35,0.22,0.11,0.09,0,0.03,0.01,0.09,0.1,0,Lion
0.17,0.46,0.15,0.1,0.07,0.05,0,0,0,0,Lion
0.46,0.32,0.03,0.05,0.08,0.05,0.01,0,0,0,Lion
0.85,0.13,0.01,0.01,0,0,0,0,0,0,Lion
0.44,0.28,0.12,0.05,0.04,0.02,0.01,0.03,0.01,0,Lion
0.37,0.18,0.11,0.04,0.13,0.08,0.06,0.02,0.01,0,Lion
0.87,0.09,0.02,0,0,0.01,0.01,0,0,0,Lion
0.63,0.14,0.09,0.04,0,0,0,0.04,0.06,0,Lion
0.34,0.22,0.14,0.08,0.08,0.09,0.03,0.01,0,0.01,Lion
0.7,0.14,0.08,0.07,0.01,0,0,0,0,0,Lion
0.23,0.21,0.13,0.29,0.08,0.02,0,0.03,0.01,0,Lion
0.24,0.45,0.21,0.01,0.04,0.04,0.01,0,0,0,Lion
0.38,0.35,0.18,0.07,0.02,0,0,0,0,0,Lion
0.92,0.05,0.01,0,0.01,0,0,0,0.01,0,Lion
0.67,0.15,0.05,0.05,0.03,0.03,0.02,0,0,0,Lion
0.43,0.3,0.14,0.06,0.05,0.02,0,0,0,0,Lion
0.4,0.26,0.21,0.09,0.02,0.01,0.01,0,0,0,Lion
0.15,0.24,0.22,0.13,0.04,0.01,0.03,0.1,0.08,0,Lion
0.46,0.26,0.16,0.05,0.02,0.03,0.02,0,0,0,Lion
0.49,0.26,0.15,0.02,0.03,0.01,0.01,0,0.01,0.02,Lion
0.25,0.34,0.15,0.08,0.06,0.06,0.06,0,0,0,Lion
0.2,0.32,0.23,0.06,0.07,0.04,0.03,0.02,0.02,0.01,Lion
0.68,0.06,0.13,0.05,0.04,0.02,0,0,0.01,0.01,Lion
0.78,0.13,0.03,0.02,0.04,0,0,0,0,0,Lion
0.77,0.13,0.05,0.02,0.01,0.01,0,0,0,0.01,Lion
0.64,0.24,0.06,0.02,0.02,0,0.01,0.01,0,0,Lion
0.59,0.24,0.08,0.06,0.02,0,0,0.01,0,0,Lion
0.22,0.26,0.2,0.1,0.14,0.08,0,0,0,0,Lion
0.68,0.19,0.07,0.04,0.01,0.01,0,0,0,0,Lion
0.43,0.28,0.18,0.07,0.03,0,0.01,0,0,0,Lion
0.21,0.4,0.12,0.11,0.06,0.06,0.01,0.02,0.01,0,Lion
0.62,0.27,0.09,0.01,0,0.01,0,0,0,0,Lion
0.32,0.13,0.09,0.37,0.02,0.03,0.02,0.01,0.01,0,Lion
0.94,0.05,0,0,0,0.01,0,0,0,0,Lion
0.66,0.24,0.07,0,0,0.02,0,0.01,0,0,Lion
0.45,0.28,0.09,0.1,0.06,0.01,0,0,0.01,0,Lion
0.41,0.26,0.12,0.07,0.02,0.02,0.02,0.03,0.03,0.02,Lion
0.25,0.45,0.16,0.05,0.05,0.02,0.01,0.01,0,0,Lion
0.76,0.16,0.05,0.01,0,0.02,0,0,0,0,Lion
0.63,0.2,0.05,0.03,0.03,0.01,0.04,0,0.01,0,Lion
0.53,0.21,0.14,0.03,0.04,0.03,0.01,0,0.01,0,Lion
0.73,0.25,0.01,0,0.01,0,0,0,0,0,Lion
0.49,0.26,0.11,0.03,0.04,0.04,0,0,0.02,0.01,Lion
0.57,0.23,0.13,0.04,0.01,0,0,0.01,0.01,0,Lion
0.35,0.26,0.22,0.08,0.06,0.01,0.01,0.01,0,0,Lion
0.44,0.26,0.14,0.05,0.06,0.04,0.01,0,0,0,Lion
0.26,0.32,0.17,0.13,0.06,0.01,0.02,0.02,0.01,0,Lion
0.68,0.2,0.05,0.04,0.01,0.01,0,0.01,0,0,Lion
0.43,0.17,0.16,0.15,0.05,0.02,0,0.01,0.01,0,Lion
0.49,0.3,0.13,0.06,0.01,0.01,0,0,0,0,Lion
0.73,0.16,0.05,0.04,0,0.02,0,0,0,0,Lion
0.25,0.2,0.02,0.05,0.03,0.06,0.11,0.18,0.08,0.02,Lion
0.55,0.2,0.17,0.01,0.04,0.03,0,0,0,0,Lion
0.88,0.08,0.01,0.01,0.01,0,0,0,0,0.01,Lion
0.58,0.23,0.07,0.04,0.04,0,0.03,0,0,0.01,Lion
0.89,0.04,0.02,0.02,0.01,0,0.01,0,0.01,0,Lion
0.72,0.18,0.06,0.02,0.01,0,0,0.01,0,0,Lion
0.44,0.15,0.06,0.09,0.05,0.03,0.05,0.06,0.06,0.01,Lion
0.43,0.25,0.16,0.08,0.04,0.01,0.01,0.02,0,0,Lion
0.61,0.27,0.03,0.02,0.03,0.01,0.01,0.02,0,0,Lion
0.32,0.26,0.22,0.14,0.04,0,0.01,0.01,0,0,Lion
0.63,0.3,0.05,0.01,0,0,0,0.01,0,0,Lion
0.24,0.38,0.1,0.09,0.03,0.08,0.03,0.03,0.02,0,Lion
0.17,0.26,0.2,0.21,0.07,0.04,0.02,0.02,0.01,0,Lion
0.41,0.23,0.2,0.09,0.04,0.02,0,0.01,0,0,Lion
0.22,0.14,0.1,0.07,0.09,0.09,0.09,0.07,0.09,0.04,Lion
0.8,0.09,0.04,0.01,0.03,0,0,0,0.02,0.01,Lion
0.34,0.2,0.09,0.11,0.06,0.08,0.02,0.02,0.04,0.04,Lion
0.34,0.36,0.2,0.05,0.03,0,0.02,0,0,0,Lion
0.22,0.23,0.21,0.16,0.09,0.05,0.04,0,0,0,Lion
0.39,0.23,0.23,0.1,0.02,0.01,0.01,0.01,0,0,Lion
0.3,0.32,0.22,0.1,0.03,0,0.01,0.02,0,0,Lion
0.18,0.14,0.15,0.23,0.11,0.11,0.04,0.03,0,0.01,Lion
0.49,0.23,0.07,0.09,0.04,0.04,0.01,0,0.02,0.01,Lion
0.54,0.16,0.09,0.08,0.06,0.03,0.03,0.01,0,0,Lion
0.31,0.34,0.24,0.03,0.02,0.01,0.02,0.01,0.01,0.01,Lion
0.33,0.28,0.13,0.06,0.08,0.08,0.01,0.01,0.01,0.01,Lion
0.47,0.33,0.12,0.02,0.05,0,0.01,0,0,0,Lion
0.91,0.03,0.03,0.01,0,0.01,0,0,0.01,0,Lion
0.65,0.14,0.11,0.02,0.04,0.03,0.01,0,0,0,Lion
0.57,0.14,0.06,0.05,0.08,0.08,0,0.02,0,0,Lion
0.66,0.13,0.1,0.05,0.05,0,0.01,0,0,0,Lion
0.86,0.07,0.03,0.03,0,0,0.01,0,0,0,Lion
0.75,0.13,0.05,0.02,0.03,0.01,0.01,0,0,0,Lion
0.53,0.17,0.13,0.07,0.02,0.02,0.01,0,0.02,0.03,Lion
0.5,0.2,0.18,0.04,0.04,0.01,0.02,0,0,0.01,Lion
0.25,0.34,0.19,0.1,0.08,0.02,0.02,0,0,0,Lion
0.67,0.16,0.05,0.03,0.02,0.03,0.03,0.01,0,0,Lion
0.4,0.28,0.12,0.08,0.07,0.03,0.01,0,0.01,0,Lion
0.9,0,0,0.02,0.02,0.01,0.02,0.03,0,0,Lion
0.73,0.1,0.06,0.04,0.04,0,0.03,0,0,0,Lion
0.73,0.19,0.02,0.02,0.01,0,0,0.01,0.02,0,Lion
0.39,0.23,0.16,0.05,0.07,0.07,0.02,0,0.01,0,Lion
0.45,0.08,0.13,0.19,0.05,0.03,0.05,0.02,0,0,Lion
0.26,0.17,0.12,0.13,0.1,0.13,0.07,0.02,0,0,Lion
0.88,0.06,0.01,0.01,0.03,0,0,0.01,0,0,Lion
0.81,0.11,0.02,0.01,0.02,0.01,0.02,0,0,0,Lion
0.87,0.1,0.02,0.01,0,0,0,0,0,0,Lion
0.1,0.21,0.25,0.16,0.09,0.06,0.05,0.05,0.02,0.01,Lion
0.42,0.35,0.08,0.04,0,0.01,0,0.01,0.05,0.04,Lion
0.39,0.2,0.13,0.13,0.09,0.03,0.02,0,0,0.01,Lion
0.77,0.09,0.03,0.02,0.02,0,0.03,0.02,0.01,0.01,'Long-whiskered Catfish'
0.78,0.15,0.02,0,0.01,0.02,0.01,0.01,0,0,'Long-whiskered Catfish'
0.55,0.24,0.03,0.05,0.06,0.02,0.02,0.01,0.02,0,'Long-whiskered Catfish'
0.67,0.24,0.04,0.01,0,0.02,0,0.01,0.01,0,'Long-whiskered Catfish'
0.62,0.21,0.07,0.04,0.01,0,0.02,0.02,0.01,0,'Long-whiskered Catfish'
0.84,0.11,0.01,0.01,0.02,0,0,0,0.01,0,'Long-whiskered Catfish'
0.85,0.04,0.02,0,0.03,0.01,0,0.03,0.01,0.01,'Long-whiskered Catfish'
0.57,0.28,0.05,0.01,0.01,0.02,0.02,0.02,0.01,0.01,'Long-whiskered Catfish'
0.6,0.25,0.03,0.03,0.03,0.01,0.03,0.01,0.01,0,'Long-whiskered Catfish'
0.7,0.15,0.07,0.04,0.01,0.01,0,0.01,0,0.01,'Long-whiskered Catfish'
0.89,0.05,0,0.01,0.02,0.02,0.01,0,0,0,'Long-whiskered Catfish'
0.77,0.08,0.06,0.03,0.02,0.02,0.02,0,0,0,'Long-whiskered Catfish'
0.79,0.09,0.1,0,0.02,0,0,0,0,0,'Long-whiskered Catfish'
0.74,0.13,0.03,0.02,0.02,0,0,0.02,0.01,0.03,'Long-whiskered Catfish'
0.74,0.17,0.03,0.01,0.02,0.01,0.02,0,0,0,'Long-whiskered Catfish'
0.39,0.41,0.13,0.02,0.02,0,0.03,0,0,0,'Long-whiskered Catfish'
0.84,0.04,0.03,0.01,0.02,0.03,0.02,0,0.01,0,'Long-whiskered Catfish'
0.83,0.04,0.02,0.03,0.01,0.02,0.01,0.01,0.03,0,'Long-whiskered Catfish'
0.76,0.09,0.07,0.03,0.02,0.01,0,0.01,0.01,0,'Long-whiskered Catfish'
0.85,0.07,0.04,0.04,0,0,0,0,0,0,'Long-whiskered Catfish'
0.82,0.05,0.03,0.02,0.03,0.02,0.01,0.01,0,0.01,'Long-whiskered Catfish'
0.82,0.07,0.02,0.02,0.02,0.03,0.01,0,0.01,0,'Long-whiskered Catfish'
